video_id,comment,sentiment,negative_words,positive_words,neutral_words
EYhcxLaDJqo,star le food,positive,[':'],[''],['']
3Jj840LV_IM,quit drinking idea wjat night,negative,"['quit', 'drinking']","[': quit', 'drinking']","['idea', 'what', 'night']"
2pbPOjBC4r1,ive eating year thats alot year eating 🤣,neutral,[''],[''],['']
ArpqsTT5QMG,dim sum didn’t look refined one sf cheap i’ll trying next week,negative,['cheap'],[': cheap'],"['dim sum', 'look', 'refined', 'one', 'sf', 'trying', 'next week']"
ZbT8mQcNb4b,thanks god im italian,neutral,['none'],"['thanks', 'god', 'italian']",['im']
4HkUiuqK8aD,new subscriber superb hand inside look busy well operated kitchengood concept filming excerpt thanks neil great narration,positive,['ds:**'],['**'],['**']
G2W3xT8jq20,place skewer look like cross contamination hell,negative,"['cross contamination', 'hell']","[': cross contamination', 'hell']","['place', 'skewer', 'look', 'like']"
0LcC7twaL8S,many time commented bron comment,negative,['commented'],[': commented'],"['many', 'bron', 'comment']"
D0o2fHT3tVF,best night market 🎉,positive,"[': best', 'market', '🎉']","['best', 'market', '🎉']",['night']
Ia82wJBKwTj,new yorkers love buy overpriced hotdog scammer street manhatten really,neutral,"['overpriced', 'scammer']",['love'],"['new yorkers', 'buy', 'hotdog', 'street', 'manhattan', 'really']"
YtUhl7q82i4,need eat restaurant,neutral,['need'],['none'],"['eat', 'restaurant']"
CLIsLgp35Xj,always come back classic video time time ✨💯 god bless man family ✨,positive,['ve words:'],[''],['']
NowMhUmUC1s,harry ida look interesting shocked amount fresh dill talk pickle,neutral,['shocked'],"['interesting', 'fresh']","['harry', 'ida', 'amount', 'dill', 'talk', 'pickle']"
X8slPEUsf8k,poo,negative,['poo'],[': poo'],['s: poo']
rL4Gj9zQqTE,wow nyc 🔥 beam rockefeller center field light mindblowing excited utopia bagel midtown attraction looking forward comment,positive,"['ve words: wow', 'nyc', '🔥', 'light', 'mindblowing', 'excited', 'utopia', 'looking forward']","['wow', 'nyc', '🔥', 'light', 'mindblowing', 'excited', 'utopia', 'looking forward']","['beam', 'rockefeller center', 'field', 'bagel', 'midtown', 'attraction', 'comment']"
gAzp8NDdk9Q,pizza look amazing,neutral,['none'],['amazing'],"['pizza', 'look']"
WDnuODOUJRq,jyro,neutral,['none'],['none'],['jyro']
Q0OCsKWj2Ve,james channel aimed adult want eat place menu isnt wall,negative,"['aimed', ""isn't"", 'wall']","[': aimed', ""isn't"", 'wall']","['james', 'channel', 'adult', 'want', 'eat', 'place', 'menu']"
9105Erhd8iL,hey,neutral,[''],[''],['e']
SdZwxl4KwF5,look good,positive,"['analysis of the comment ""look good"" is as follows:']",[''],['']
FRR32UbGjzj,sadly late life episode madagascar sad depressing hit job hind sight extremely depressed,negative,"['sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","[': sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","['life', 'episode', 'madagascar']"
EYhcxLaDJqo,dont tell u make matzoh ball soup without chicken stock id like little enlightenment,neutral,[''],[''],['']
TKjLucgb-kQ,yoooo dont put dropper directly face stupid skincare ad youll contaminate rest supply,negative,[''],[':'],['']
TQuVV76LvTh,always remember life marijuana illegal something could face serious consequence,neutral,"['illegal', 'serious consequence']",['remember'],"['always', 'life', 'something', 'face']"
oo8j2LDYGjg,sadly late life episode madagascar sad depressing hit job hind sight extremely depressed,negative,"['sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","[': sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","['life', 'episode', 'madagascar']"
lAT5vEsQYH8,send noods thai peanut lucky rabbit delicious it’s tiny place seat outside get go eat park lucky rabbit also lot vegan option chili sauce extra spicy,neutral,['n/a'],"['delicious', 'lucky', 'outside', 'park', 'vegan', 'spicy']","['send', 'noods', 'thai', 'peanut', 'rabbit', 'tiny', 'place', 'seat', 'get', 'go', 'eat', 'also', 'lot', 'option', 'chili', 'sauce', 'extra']"
x-3UxL8feBQ,chris rockin airpods,neutral,['none'],['rockin'],"['chris', 'airpods']"
FRR32UbGjzj,new subscriber superb hand inside look busy well operated kitchengood concept filming excerpt thanks neil great narration,positive,['ds:**'],['**'],['**']
GVOMzFmaHCf,whats white folk country real nyers obsessed trying fake outlaw going opening wannabe speakeasy,neutral,[''],[''],['']
PgIevtb_Pmo,talk much,negative,['much'],[': much'],['talk']
FOvnk7-u7zw,u find code make sure share everyone,neutral,['none'],"['find', 'share']","['code', 'everyone']"
jI-zsZwwv2Q,humongous 😂,neutral,[''],[''],['']
nB0S2u6pYQn,𝗞𝗮𝗿𝗶𝘀𝘀𝗮 𝗦𝗽𝗲𝗻𝘁 £𝗳𝗼𝗿 𝗮𝗻𝘆𝗼𝗻𝗲 𝘄𝗼𝗻𝗱𝗲𝗿𝗶𝗻𝗴,neutral,['none'],"[""'karissa'"", ""'spent'"", ""'wondering'""]","[""'for'"", ""'anyone'""]"
4jR9jVJA6Le,really enjoyed i’m harlem,positive,[':'],[''],['']
EBRpDqaOU5T,putting list sure,neutral,['none'],['sure'],"['putting', 'list']"
3LplSsyEOf1,clean coming mouth,neutral,['none'],['clean'],"['coming', 'mouth']"
ZVgdszXrfWA,yo pasta looked super official mean genius free food concept make really delicious filling importantly cheap food like ground meat pasta customer keep drinking turn making moneybredit talk much fun tim lol ive wacthed video already one make hit subscribe button really great suggestion one thats coming life long born raised native new yorker way brooklynso consider validated approved lolol,positive,"[': super', 'official', 'genius', 'delicious', 'filling', 'cheap', 'great', 'coming', 'life-long', 'validated', 'approved']","['super', 'official', 'genius', 'delicious', 'filling', 'cheap', 'great', 'coming', 'life-long', 'validated', 'approved']","['yo', 'pasta', 'mean', 'like', 'customer', 'keep', 'drinking', 'turn', 'making', 'money', 'talk', 'much', 'fun', 'tim', 'lol', 'video', 'hit', 'subscribe', 'suggestion', 'one', ""that's"", 'native', 'new', 'yorker', 'way', 'brooklyn', 'so', 'considered', 'lolol']"
xknKiK3qwSu,understand uk several type bacon streaky american back bacon british greenunsmoked smoked sweet cure dry cure really hard tried bacon sandwich st john heavenly,neutral,['hard'],"['understand', 'heavenly']","['uk', 'several', 'type', 'bacon', 'streaky', 'american', 'back', 'british', 'green', 'unsmoked', 'smoked', 'sweet', 'cure', 'dry', 'tried', 'sandwich', 'st john']"
9105Erhd8iL,charming delightful youtuber ive seen year dont know consciously way skipwalking start walking away camera splendid lol cant help watch video personality anyway finally visit nyc first time ever life definitely visiting even though dont drink alcohol,neutral,[''],[''],['']
FLPdCdpKpku,star le food,positive,[':'],[''],['']
tqbuFUnCsbV,south american style robbery definitely migrant smh,negative,"['robbery', 'migrant', 'smh (shaking my head)']","[': robbery', 'migrant', 'smh (shaking my head)']",['south american style']
nlS2R-Cz_JQ,owner look like neil young,positive,"[': owner', 'young']","['owner', 'young']","['look', 'like', 'neil']"
LFbiDTOFk6M,omgggggg heaven love y’all much,positive,[':'],[''],['']
SUqX6eDn2H1,stop venezuelan immigrant save country,negative,"['stop', 'immigrant']","[': stop', 'immigrant']","['venezuelan', 'save', 'country']"
3EqBOU6QhrY,hamburger enough reason want visit new york would love try,positive,"[': love', 'try']","['love', 'try']","['hamburger', 'reason', 'visit', 'new york']"
mMnGQU-RX2s,smile😊💜,neutral,[''],[''],['']
hvWWgdRfHOG,miss home much hate it’s expensive,neutral,"['hate', 'expensive']",['miss'],"['home', 'much']"
bgXYWX6n6f0,two young little skinny american girl nobody take opinion nyc food lol saying,negative,"['nobody', 'opinion']","[': nobody', 'opinion']","['two', 'young', 'little', 'skinny', 'american', 'girl', 'nyc', 'food', 'lol', 'saying']"
9knbR2bPBQ0,ျမန္မာအစားအစာေတြ ဂုဏ္ယူစရာေကာင္းလိုက္ပါဘိ,neutral,['ဂုဏ္ယူစရာေကာင္းလိုက္ပါဘိ (bad)'],"['ျမန္မာ (burmese)', 'အစား (delicious)']","['အစာ (food)', 'ေတြ (plural marker)']"
db9dzEaIWqn,thing italian two cafones last name im bensonhurst jerk wannabee,negative,"['jerk', 'wannabee']","[': jerk', 'wannabee']","['thing', 'italian', 'two', 'last name', 'in', 'bensonhurst']"
emmXWi4iAW4,let real know dres real contribution kitchen slinging herb cola rest staff 🤣,neutral,['none'],"['real', 'contribution', 'kitchen', 'herb', 'cola', 'rest', 'staff']","['let', 'know', 'dres', 'slinging', '🤣']"
b-oSQs68khQ,wasting time suggestion nobody,negative,"['wasting', 'nobody']","[': wasting', 'nobody']","['time', 'suggestion']"
plOQeQ3Go2i,highway rubbery finest geez 🙄,neutral,[''],[''],['']
x-3UxL8feBQ,place day much better food compare year ago another hit,neutral,['none'],"['better', 'hit']","['place', 'day', 'food', 'compare', 'year', 'ago', 'another']"
oo8j2LDYGjg,magnolia banana pudding magnificent time favorite,positive,"[': magnolia', 'banana pudding', 'magnificent', 'favorite']","['magnolia', 'banana pudding', 'magnificent', 'favorite']",['time']
5jcthm6b9RR,crazy ¡¡¡ thanks¡¡¡,positive,[': thanks'],['thanks'],['crazy']
U9NhuDGCTpA,grew indiana mom uncle brooklyn back dodger still used hot dog cart young man gave recipe decent dirty dog water,neutral,['dirty'],['decent'],"['grew', 'indiana', 'mom', 'uncle', 'brooklyn', 'back', 'dodger', 'still', 'used', 'hot dog cart', 'young man', 'gave', 'recipe', 'dog', 'water']"
LS3Ht6orn8E,need eat half lox half heirloom together time br🤌🏼🤯🤤🤑,positive,[':'],[''],['']
reTVNnKsNmt,dat white,neutral,['none'],['white'],['dat']
9Z78DZYWBBc,gotten pig foot chopped cheese,neutral,['chopped (potentially negative depending on context)'],['none'],"['gotten', 'pig', 'foot', 'cheese']"
aaoLHwrDNJW,recommendation cheap safe affordable place stay near china town,neutral,['none'],"['recommendation', 'safe', 'affordable', 'near', 'china town']","['cheap', 'place', 'stay']"
QHSp5iflwrM,cant korean cant,negative,['cant'],[': cant'],['korean']
zTDsYzsJdt4,place skewer look like cross contamination hell,negative,"['cross contamination', 'hell']","[': cross contamination', 'hell']","['place', 'skewer', 'look', 'like']"
Q0CJ0rARC22,grocery store black white cooky taste like plastic please anyone watching get fresh beg,neutral,"['black', 'plastic', 'beg']",['n/a'],"['grocery store', 'white', 'cooky', 'taste', 'anyone', 'watching', 'get', 'fresh']"
xW2bezD1wBy,empanadas bomb,positive,[':'],[''],['']
blVFaQFmLk2,feel dumb asking r bitter,negative,"['dumb', 'bitter']","[': dumb', 'bitter']","['feel', 'asking']"
b-oSQs68khQ,dude used work radio city musical hall coworkers would come dinner get food truck took long sometimes waiting online would literally start eating go back work time white source life changing you’re 😉 lucky get chance eat ❤😂,neutral,['none'],"['lucky', 'life changing', 'eat', '❤', '😂']","['dude', 'used', 'work', 'radio city musical hall', 'coworkers', 'come', 'dinner', 'get', 'food truck', 'took', 'long', 'sometimes', 'waiting', 'online', 'literally', 'start', 'eating', 'go', 'back', 'time', 'white', 'source', 'you’re', '😉', 'chance']"
4YMalpllGzl,omgggggg heaven love y’all much,positive,[':'],[''],['']
vFYF31GUOTy,misleading title best food nyc ny,neutral,['misleading'],"['best', 'food']","['nyc', 'ny', 'title']"
9knbR2bPBQ0,boop boop killed,negative,['killed'],[': killed'],['boop']
VWJxwwPmqJg,dunno explain content super relaxing enjoyable🔝 dream nyc life getting bigger every day thanks greeting russia,neutral,[''],[''],['']
PbY09EHHlGc,mmm look delicious 🤤,neutral,['none'],['delicious'],"['mmm', 'look']"
ArpqsTT5QMG,omg thank god still authentic pizza country meaning real pizza like ugh plastic cheese covering undercooked crust pizza,neutral,"['plastic', 'undercooked']","['authentic', 'real']","['omg', 'thank god', 'pizza', 'country', 'like', 'cheese', 'covering', 'crust']"
XtzXOgTFZJH,love narration could watch day,neutral,['none'],['love'],"['narration', 'could', 'watch', 'day']"
LKQZYa2iLfp,would fat lived near,negative,['fat'],[': fat'],"['would', 'lived', 'near']"
IdIIURNscCM,great list think halal guy point origination rd sixth le four cart corner flanked side copycat enjoy,positive,"[': great', 'enjoy']","['great', 'enjoy']","['list', 'think', 'halal', 'guy', 'point', 'origination', 'rd', 'sixth', 'le', 'four', 'cart', 'corner', 'flanked', 'side', 'copycat']"
X8slPEUsf8k,great sharing friend,positive,['eat'],['eat'],['reat']
ey2cU49nQW6,always 🔥🔥,neutral,['none'],"['always', '🔥🔥']",['none']
8bA7U1PqyzN,kal sandwich plus bodega app arab money let go,neutral,['none'],"['kal', 'sandwich', 'bodega', 'app', 'arab', 'money']","['plus', 'let go']"
GVOMzFmaHCf,eaten restaurant yes great real deal finally serious haute cuisine establishment upper west side manhattan,positive,"[': great', 'real deal', 'haute cuisine', 'establishment']","['great', 'real deal', 'haute cuisine', 'establishment']","['eaten', 'restaurant', 'yes', 'finally', 'serious', 'upper west side', 'manhattan']"
OZIAAbMech0,new favorite show eat thing,positive,"[': new', 'favorite', 'show']","['new', 'favorite', 'show']","['eat', 'thing']"
LADRCoQieUX,bartended high end bar manhattan year made maybe drink knew brreal talk,neutral,['none'],"['high end', 'drink', 'real talk']","['bartended', 'bar', 'manhattan', 'year', 'maybe', 'knew']"
LFbiDTOFk6M,это просто самый великолепный бутер слюни аж побежали,neutral,['нет negative words.'],"['великолепный (magnificent)', 'бутер (butter).']","['это (this)', 'самый (the most)', 'слюни (saliva)', 'аж (even)', 'побежали (ran).']"
pIwWauJvDuG,comment least like,negative,['least'],[': least'],"['comment', 'like']"
Twc1bN052DD,hi,neutral,['none'],['hi'],['none']
xVt9L0bwg7s,thanks sharing premature birth inspiring,neutral,['none'],"['thanks', 'sharing', 'inspiring']","['premature', 'birth']"
X8slPEUsf8k,soon clown start breathing entire day challenge smh,negative,[''],[':'],['']
aJa0OOuaED4,there something guy food philosophy,neutral,['something'],['philosophy'],"['there', 'guy', 'food']"
Mt3kZxYaqtR,always come back classic video time time ✨💯 god bless man family ✨,positive,['ve words:'],[''],['']
gAzp8NDdk9Q,eating beef,neutral,['none'],['eating'],['beef']
GdPsEe8dqDw,secret sauce that’s absolutely mayo ketchup mustard lol joke could burger sleep,neutral,['joke'],['sauce'],"['secret', 'absolutely', 'mayo', 'ketchup', 'mustard', 'burger', 'sleep']"
ZGIU8DXYe2I,amazing would love see expert vodka cocktail ❤️,neutral,['none'],"['amazing', 'expert', 'love']","['see', 'vodka', 'cocktail']"
b3ZubLWS1TU,im beginning suspect alexander actually michelin inspector,neutral,['suspect'],['actually'],"['beginning', 'alexander', 'michelin', 'inspector']"
KDtEs2VlSvG,hidden anymore,neutral,['hidden'],['anymore'],['none']
O4GJtxYLIHB,coming ny need little research place bagel doesnt mean theyre good bagel look place around couple decade great review mention long wait time worth brbrand yes get dirty water dog pretzel kinish food stand gross go grey papaya get two dog papaya juice combo,neutral,[''],[''],['']
XrD5Djm7VjP,harry best freestyler flat earth i’ve heard beyond ice wall one better…,neutral,[''],[''],['']
bgXYWX6n6f0,underwhelming honest given ny offer,negative,['underwhelming'],[': underwhelming'],"['honest', 'given', 'ny', 'offer']"
Z9P9uD6SET2,halal meat 🤮🤢bridk many dhimmis amongst u,negative,"['🤮', '🤢', 'dhimmis']","[': 🤮', '🤢', 'dhimmis']","['halal', 'meat', 'many', 'among', 'u']"
tvqOq8BFzet,coming ny need little research place bagel doesnt mean theyre good bagel look place around couple decade great review mention long wait time worth brbrand yes get dirty water dog pretzel kinish food stand gross go grey papaya get two dog papaya juice combo,neutral,[''],[''],['']
BsbmIMU4LJl,look delicious dying get hand ever eat three these🤤🤤🤤🤤,neutral,['dying'],"['delicious', 'eat']","['look', 'get', 'hand', 'ever', 'three', 'these']"
1jEjfBCYmrY,nooooooooo non farlooooo noooo,negative,[''],[':'],['s:']
fd0CINDUgvo,holy crap amazing,positive,['ve words:'],[''],['']
lov1Jo_eP-0,whats white folk country real nyers obsessed trying fake outlaw going opening wannabe speakeasy,neutral,[''],[''],['']
ZVgdszXrfWA,спасибо за прогулку,positive,"[""пасибо за прогулку' translates to 'thank you for the walk' in english.""]",['спасибо (thank you)'],['за (for)']
6DiUc99OChR,embarrassment carry statue,negative,[''],[':'],['']
CLIsLgp35Xj,talk much,negative,['much'],[': much'],['talk']
mQETRufUqyU,country falling apart much violence complete failure aspect law,negative,"['falling apart', 'violence', 'complete failure']","[': falling apart', 'violence', 'complete failure']","['country', 'aspect', 'law']"
n3gGQ1mStEU,could almost get golf nah still worth 😂😂😂,neutral,['none'],"['worth', '😂']","['could', 'almost', 'get', 'golf', 'nah', 'still']"
L600mdt81YY,two taco quesadilla two taco quesadilla nowhere near bad single bagel cream cheese,neutral,[''],[''],['']
4HkUiuqK8aD,come india u get half dollar,neutral,['none'],"['come', 'get']","['india', 'half', 'dollar']"
CCGkUnbeu0G,star le food,positive,[':'],[''],['']
tvqOq8BFzet,amazing job shedding light thankless jobeach part kitchen important person part puzzlewithout piecesit wouldnt function brbri agree also part family mealplease make sure dishwasher eat next timethey deserve much anyone else team,neutral,[''],[''],['']
bbIZCkZbVeA,holy crap amazing,positive,['ve words:'],[''],['']
gis6urgkFoI,thank video visiting broadway weekend clue expect eatdefinitely going smackerys cookiesinsightful tour,neutral,[''],[''],['']
O4GJtxYLIHB,ive worked pizza restaurant made sauce dough delivered several branch look tiring respect chef,neutral,['tiring'],"['respect', 'chef']","['worked', 'pizza', 'restaurant', 'made', 'sauce', 'dough', 'delivered', 'several', 'branch']"
r2ioIL4RmPt,look 🔥,neutral,['none'],"['look', '🔥 (fire emoji)']",['s: none']
X3eVR5kpIq6,smile infectious 😊,neutral,['none'],"['smile', 'infectious']",['none']
r2ioIL4RmPt,great list think halal guy point origination rd sixth le four cart corner flanked side copycat enjoy,positive,"[': great', 'enjoy']","['great', 'enjoy']","['list', 'think', 'halal', 'guy', 'point', 'origination', 'rd', 'sixth', 'le', 'four', 'cart', 'corner', 'flanked', 'side', 'copycat']"
VmFai4ht6Ak,really enjoyed watching video viewing big like,neutral,['none'],"['enjoyed', 'like']","['really', 'watching', 'video', 'viewing', 'big']"
U9NhuDGCTpA,id call elixir modern terminology,neutral,['call'],"['modern', 'terminology']","['id', 'elixir']"
nB0S2u6pYQn,immersive review angie like review made long type openended cuisine somehow blend many seemingly disparate element cohesive dish feel like make channel inviting synthesis amazing photography delightful insightful narrative wow,neutral,['none'],"['immersive', 'like', 'long', 'cohesive', 'inviting', 'amazing', 'delightful', 'insightful', 'wow']","['review', 'angie', 'made', 'type', 'open-ended', 'cuisine', 'somehow', 'blend', 'many', 'seemingly', 'disparate', 'element', 'dish', 'feel', 'make', 'channel', 'synthesis', 'photography', 'narrative']"
FJien8qhUsw,wow everything looked amazing 👏 favorite course,positive,['ve words:'],[''],['']
XDYIikBr7qp,almost smell food,negative,['smell'],[': smell'],"['almost', 'food']"
rW4Oh0OpVd0,tweezer friendly food perfect description,positive,"['the breakdown of the sentiment analysis for the comment ""tweezer friendly food perfect description"":']","['friendly', 'perfect']","['tweezer', 'food', 'description']"
OYav4IPyopL,poo,negative,['poo'],[': poo'],['s: poo']
lxx8AmGHlu8,would wholesome❤,neutral,['none'],"['wholesome', '❤']",['would']
P7FJ-nLXkPk,nooooooooo non farlooooo noooo,negative,[''],[':'],['s:']
emmXWi4iAW4,buck bagel breakfast sandwich,neutral,['none'],"['buck', 'bagel', 'breakfast', 'sandwich']",['none']
mBsJOtIdNPk,good deal city dozen fried dumpling cad,neutral,['none'],"['good', 'deal', 'city', 'fried', 'dumpling']",['dozen']
FBXOD6vNrMi,imagine spending half day prepping food devoured le min,negative,[''],['ve words:'],['']
b-oSQs68khQ,это просто самый великолепный бутер слюни аж побежали,neutral,['нет negative words.'],"['великолепный (magnificent)', 'бутер (butter).']","['это (this)', 'самый (the most)', 'слюни (saliva)', 'аж (even)', 'побежали (ran).']"
35l0t4NlWMm,spelling dying breed dieing though ffs 😂,neutral,[''],[''],['']
i8YmXfjWTDU,call “food truck” doesn’t justice,neutral,[''],[''],['']
kf7a8AG4qPk,name bideo start pls,neutral,['none'],"['start', 'pls']","['name', 'bideo']"
gepH4R4ZxyI,yall need better host,negative,[''],[':'],['']
2pbPOjBC4r1,nothing like sharing happy food dance good friend great work two,neutral,['nothing'],"['happy', 'friend', 'great', 'work']","['sharing', 'food', 'dance', 'good', 'two']"
BsbmIMU4LJl,bumbu sooo good tho,positive,[':'],[''],['']
rjYPn5BTObH,thanks tip i’m native new yorker live florida can’t wait,positive,"[': thanks', 'native', ""can't wait""]","['thanks', 'native', ""can't wait""]","['tip', 'new yorker', 'live', 'florida']"
H1f0IKAIVwE,america get salmon fromcanada norway,negative,[''],[':'],['']
svMLoy6qRGI,halal meat 🤮🤢bridk many dhimmis amongst u,negative,"['🤮', '🤢', 'dhimmis']","[': 🤮', '🤢', 'dhimmis']","['halal', 'meat', 'many', 'among', 'u']"
BsbmIMU4LJl,hrefhttpswwwyoutubecomwatchvghtntiotta thats deal plate different sauce fully awesome p know sometimes street food big city always seems better seat imo,neutral,['none'],"['awesome', 'better']","['thats', 'deal', 'plate', 'different', 'sauce', 'fully', 'p', 'know', 'sometimes', 'street food', 'big city', 'always', 'seems', 'seat', 'imo']"
lAT5vEsQYH8,two taco quesadilla two taco quesadilla nowhere near bad single bagel cream cheese,neutral,[''],[''],['']
HBqHTGu4IJB,rainbow cookie use color italian flag also cucina italian pronounced coocheenah fyi,positive,[':'],[''],['']
Q4Rdi1q8L9Y,po outstanding work,neutral,['none'],"['outstanding', 'work']",['po']
G2W3xT8jq20,😂😂😂😂😂😂😂😂😂😂😂😂😂 feeeeeddddd big man,neutral,['none'],"['feeeeeddddd', 'big man']",['none']
ZkJL87lJ870,sandwich look disgusting much meat jikes,negative,"['disgusting', 'meat', 'yikes']","[': disgusting', 'meat', 'yikes']","['sandwich', 'look', 'much']"
FOvnk7-u7zw,underwhelming honest given ny offer,negative,['underwhelming'],[': underwhelming'],"['honest', 'given', 'ny', 'offer']"
AbwxmBA6izw,feel dumb asking r bitter,negative,"['dumb', 'bitter']","[': dumb', 'bitter']","['feel', 'asking']"
emmXWi4iAW4,whats name shop expensive even nyc,negative,['expensive'],[': expensive'],"['whats', 'name', 'shop', 'even', 'nyc']"
G6JK9T01Eh2,awesome vid live hour south nyc usually party shore thursday plan diving nyc nightlife move far south awhile solid thursday night recs keep mind fun intense club vibe im sleeping near brooklyn height night brbrwas looking online saw lot bushwick good scene know manhattan vidsbrbrtravelling solo guy since thats prob factor well idk club friendly,neutral,['none'],"['awesome', 'party', 'solid', 'good', 'fun', 'friendly']",['']
GdPsEe8dqDw,guy washed lack consistency gon hurt buddy,negative,[''],[':'],['']
iECm8gGrvMH,could restaurant layout anymore financially robustbrbrmaybe opened fantasy league walkup window,neutral,['none'],"['robust', 'fantasy league']","['could', 'restaurant', 'layout', 'financially', 'maybe', 'opened', 'walkup window']"
GVOMzFmaHCf,halal meat 🤮🤢bridk many dhimmis amongst u,negative,"['🤮', '🤢', 'dhimmis']","[': 🤮', '🤢', 'dhimmis']","['halal', 'meat', 'many', 'among', 'u']"
U1V8djOUfD6,love seinfeld,neutral,['**'],['**'],['**']
3LplSsyEOf1,blessing work people truely know craft job always appreciated part chef,positive,"[': blessing', 'work', 'people', 'truly', 'craft', 'job', 'appreciated', 'chef']","['blessing', 'work', 'people', 'truly', 'craft', 'job', 'appreciated', 'chef']",['part']
fB7X6sjTg-s,hungerbrwallet,neutral,['hunger'],['wallet'],['none']
l7obrgrRhLy,thank video visiting broadway weekend clue expect eatdefinitely going smackerys cookiesinsightful tour,neutral,[''],[''],['']
FJien8qhUsw,disappointingly basic choice pizza shop,negative,"['disappointingly', 'basic']","[': disappointingly', 'basic']","['choice', 'pizza shop']"
wSOYhAE07wI,lord send great cleansing fire 🔥 holy heaven clean corruption earth every level jesus mighty name wicked cease troubling weary find rest speaking nature hurricane earthquake tornado different form judgement get mankind wake repent late name jesus ✝️🔥🔥🔥,neutral,"['corruption', 'wicked', 'troubling', 'repent', 'late']","['great', 'holy', 'clean', 'rest', 'wake']","['lord', 'send', 'fire', 'heaven', 'earth', 'every', 'level', 'jesus', 'mighty', 'cease', 'speaking', 'nature', 'hurricane', 'earthquake', 'tornado', 'different', 'form', 'judgement', 'get', 'mankind', 'name']"
TQuVV76LvTh,come australia dope spot queensland youd fuck getting wild cause olympics coming,neutral,['none'],"['dope', 'spot', 'wild']","['come', 'australia', 'queensland', ""you'd"", 'fuck', 'getting', 'olympics', 'coming']"
Zq7p6RGSbWo,manhattan mexico wtf,negative,['wtf'],[': wtf'],"['manhattan', 'mexico']"
jI-zsZwwv2Q,eaten restaurant eat full dont go hungry serving fine dining really tiny,neutral,"['hungry', 'tiny']",['fine'],"['eaten', 'restaurant', 'eat', 'full', 'serving', 'fine dining']"
gAzp8NDdk9Q,feel genie,neutral,['none'],"['feel', 'genie']",['none']
vq1CkOzgeMd,tried prince st best pizza i’ve ever,positive,[':'],[''],['']
ZGIU8DXYe2I,dude grubbin good old soul food,positive,[':'],[''],['']
x-3UxL8feBQ,look delicious hold jalapeños,neutral,['none'],['delicious'],"['look', 'hold', 'jalapeños']"
53XrCUjAFaV,dim sum didn’t look refined one sf cheap i’ll trying next week,negative,['cheap'],[': cheap'],"['dim sum', 'look', 'refined', 'one', 'sf', 'trying', 'next week']"
MlnxvCZ35sa,paola pinche youtubers im trying feed keedz,negative,['pinche'],[': pinche'],"['paola', 'youtubers', 'im', 'trying', 'feed', 'keedz']"
O4GJtxYLIHB,nooooooooo non farlooooo noooo,negative,[''],[':'],['s:']
pkFEZw1LV-o,climate nut’s shut wood fired oven,negative,"['nut', 'shut']","[': nut', 'shut']","['climate', 'wood fired oven']"
ORGuXvQiiLH,would love going,neutral,['none'],['love'],"['going', 'would']"
c9gKLcHxnmb,place including hot dog street stand cashless im travelling ireland changing u dollar always hassle change back losing money exchange process rather pay everything card,negative,"['hassle', 'losing', 'money', 'exchange']","[': hassle', 'losing', 'money', 'exchange']","['place', 'hot dog', 'street stand', 'cashless', 'traveling', 'ireland', 'changing', 'dollar', 'pay', 'everything', 'card']"
9Z78DZYWBBc,warmsmooth relaxing ❤,neutral,['none'],"['warm', 'smooth', 'relaxing', '❤']",['none']
qeI74JrNSio,yall need better host,negative,[''],[':'],['']
FRR32UbGjzj,🤣🤣🤣 let see many people get killed raped robbed carjacked shot store get robbed it’s going shit show 🤣🤣🤣🤣,neutral,"['killed', 'raped', 'robbed', 'carjacked', 'shot', 'shit show']",['none'],"['many', 'people', 'store']"
g4o6TmLTpK9,dude dont make tip solving problem one bottle time,negative,[''],[':'],['']
SgYqu6Ehjxh,steadfast twig geometrically grease cowbell accordantly fire upbeat tooth racial understood license,negative,"['grease', 'racial']","[': grease', 'racial']","['steadfast', 'twig', 'geometrically', 'cowbell', 'accordantly', 'fire', 'upbeat', 'tooth', 'understood', 'license']"
RF_qrFj4usU,go woke go broke fu munchies way turn good channel minority catering dump one watch anymore long get internet point though right,neutral,"['broke', 'dump', 'turn', 'anymore', 'fu (obscenity)']",['good'],"['go', 'woke', 'munchies', 'way', 'channel', 'minority', 'watch', 'long', 'get', 'internet', 'point', 'right']"
LskYd2ZUv2j,always remember life marijuana illegal something could face serious consequence,neutral,"['illegal', 'serious consequence']",['remember'],"['always', 'life', 'something', 'face']"
kDikYJFhCgg,underwhelming honest given ny offer,negative,['underwhelming'],[': underwhelming'],"['honest', 'given', 'ny', 'offer']"
s1dQIrYBqNk,covid visit nyv least,negative,['covid'],[': covid'],"['visit', 'nyv', 'least']"
iECm8gGrvMH,feast great best best feast festa di giglio take place williamsburgbrooklynbrthis san paulino nola italy honored erecting foot tower statue top carried street williamsburg men shoulder also piece band singer giglio four tonsbralso boat another band singer carried menbrwhat show giglio boat lifted several day night also giglio kid carrybrof course many stand food choose frombrwhat feast america offer entertainment,neutral,[''],[''],['']
